Initially there are five objects, four static and one dynamic object. The teal cardboard sphere is located in the northwest direction from the origin and  of purple cardboard sphere. The olive cardboard cube is located in the southwest direction from the origin and Southwest of teal cardboard cube. The purple cardboard sphere is located in the northeast direction from the origin and East of teal cardboard sphere. The olive aluminium sphere is located in the northeast direction from the origin and Northwest of purple cardboard sphere. The teal cardboard cube is located in the southwest direction from the origin and Northeast of olive cardboard cube. The dynamic olive cardboard cube is located in the southwest with respect to the origin at the center. It is moving in the North direction and collides with the teal cardboard cube. After the collision the olive cardboard cube moves in Northeast and teal cardboard cube moves in Northeast direction. The teal cardboard cube collides with the purple cardboard sphere. The teal cardboard cube moves in the Northeast and the purple cardboard sphere moves in the . The teal cardboard sphere collides with the olive aluminium sphere. The teal cardboard sphere moves in the Northeast and the olive aluminium sphere moves in the North. ,Make the collision between teal cardboard sphere and teal cardboard cube .,purple cardboard sphere##purple aluminium cube##front##add,purple cardboard sphere##none##none##remove
Initially there are six objects, five static and one dynamic object. The teal aluminium cube is located in the southeast direction from the origin and Southeast of olive cardboard sphere. The teal cardboard sphere is located in the northwest direction from the origin and Northeast of olive cardboard cube. The olive cardboard cube is located in the northwest direction from the origin and Southwest of teal cardboard sphere. The olive cardboard sphere is located in the southwest direction from the origin and Southwest of teal aluminium sphere. The purple aluminium cube is located in the northeast direction from the origin and East of teal cardboard sphere. The teal aluminium sphere is located in the southeast direction from the origin and Southeast of olive cardboard cube. The dynamic teal aluminium cube is located in the southeast with respect to the origin at the center. It is moving in the North direction and collides with the teal aluminium sphere. After the collision the teal aluminium cube moves in West and teal aluminium sphere moves in North direction. The teal aluminium cube collides with the olive cardboard sphere. The teal aluminium cube moves in the  and the olive cardboard sphere moves in the Southwest. ,Make the collision between olive cardboard cube and teal aluminium cube .,teal aluminium sphere##purple cardboard cube##none##replace,teal aluminium sphere##none##none##remove
Initially there are five objects, four static and one dynamic object. The teal aluminium cube is located in the northwest direction from the origin and Northwest of purple aluminium sphere. The teal cardboard cube is located in the southeast direction from the origin and Southeast of purple cardboard cube. The purple cardboard cube is located in the northeast direction from the origin and Northwest of teal cardboard cube. The purple aluminium sphere is located in the southwest direction from the origin and Southwest of teal cardboard cube. The olive aluminium cube is located in the northeast direction from the origin and North of purple cardboard cube. The dynamic olive aluminium cube is located in the northeast with respect to the origin at the center. It is moving in the South direction and collides with the purple cardboard cube. After the collision the teal cardboard cube moves in South and purple cardboard cube moves in Southwest direction. The olive aluminium cube collides with the teal cardboard cube. The olive aluminium cube moves in the Northwest and the teal cardboard cube moves in the West. ,Make the collision between olive cardboard cube and teal aluminium sphere .,purple cardboard cube##teal aluminium cube##back##add,teal cardboard cube##none##none##remove
Initially there are six objects, five static and one dynamic object. The teal aluminium cube is located in the northwest direction from the origin and Southeast of olive aluminium cube. The olive cardboard cube is located in the southeast direction from the origin and South of olive aluminium sphere. The olive aluminium sphere is located in the northeast direction from the origin and South of purple aluminium cube. The olive aluminium cube is located in the northwest direction from the origin and Northwest of teal aluminium cube. The purple cardboard sphere is located in the southeast direction from the origin and Southeast of olive cardboard cube. The purple aluminium cube is located in the northeast direction from the origin and North of olive aluminium sphere. The dynamic purple cardboard sphere is located in the southeast with respect to the origin at the center. It is moving in the Northwest direction and collides with the olive cardboard cube. After the collision the olive aluminium sphere moves in North and olive cardboard cube moves in North direction. The olive cardboard cube collides with the olive aluminium sphere. The olive cardboard cube moves in the Southwest and the olive aluminium sphere moves in the Northwest. The olive cardboard cube collides with the purple aluminium cube. The olive cardboard cube moves in the  and the purple aluminium cube moves in the . ,Make the collision between olive aluminium cube and purple cardboard sphere .,olive cardboard cube##olive cardboard sphere##none##replace,olive cardboard cube##none##none##remove
Initially there are six objects, five static and one dynamic object. The teal aluminium cube is located in the northeast direction from the origin and East of purple cardboard cube. The olive cardboard cube is located in the northwest direction from the origin and Southeast of olive aluminium cube. The purple cardboard cube is located in the northwest direction from the origin and  of teal aluminium cube. The olive cardboard sphere is located in the northwest direction from the origin and  of purple cardboard cube. The teal cardboard cube is located in the southwest direction from the origin and South of olive cardboard cube. The olive aluminium cube is located in the northwest direction from the origin and Northwest of olive cardboard cube. The dynamic olive cardboard sphere is located in the northwest with respect to the origin at the center. It is moving in the  direction and collides with the purple cardboard cube. After the collision the teal aluminium cube moves in  and purple cardboard cube moves in South direction. The olive cardboard cube collides with the olive aluminium cube. The olive cardboard cube moves in the  and the olive aluminium cube moves in the . ,Make the collision between purple cardboard cube and teal cardboard sphere .,purple aluminium sphere##purple cardboard sphere##back##add,olive aluminium cube##none##none##remove
Initially there are six objects, five static and one dynamic object. The olive aluminium cube is located in the northwest direction from the origin and  of olive aluminium sphere. The teal cardboard sphere is located in the south direction from the origin and North of purple aluminium cube. The purple aluminium sphere is located in the southwest direction from the origin and  of teal cardboard sphere. The olive aluminium sphere is located in the northwest direction from the origin and East of olive aluminium cube. The purple aluminium cube is located in the southeast direction from the origin and South of teal cardboard sphere. The teal cardboard cube is located in the southeast direction from the origin and East of purple aluminium cube. The dynamic teal cardboard cube is located in the southeast with respect to the origin at the center. It is moving in the West direction and collides with the purple aluminium cube. After the collision the teal cardboard cube moves in Northwest and purple aluminium cube moves in West direction. The teal cardboard cube collides with the teal cardboard sphere. The teal cardboard cube moves in the Northwest and the teal cardboard sphere moves in the West. The olive aluminium cube collides with the olive aluminium sphere. The olive aluminium cube moves in the  and the olive aluminium sphere moves in the . The olive aluminium sphere collides with the olive aluminium cube. The olive aluminium sphere moves in the Northwest and the olive aluminium cube moves in the West. ,Make the collision between purple cardboard cube and teal aluminium sphere .,olive aluminium cube##teal cardboard sphere##right##add,purple aluminium cube##none##none##remove
Initially there are five objects, four static and one dynamic object. The teal aluminium cube is located in the northwest direction from the origin and  of olive cardboard sphere. The olive aluminium cube is located in the northeast direction from the origin and East of olive cardboard sphere. The olive cardboard sphere is located in the northwest direction from the origin and East of teal aluminium cube. The teal aluminium sphere is located in the southeast direction from the origin and Southeast of olive cardboard sphere. The purple aluminium sphere is located in the northwest direction from the origin and North of teal aluminium cube. The dynamic purple aluminium sphere is located in the northwest with respect to the origin at the center. It is moving in the Southeast direction and collides with the olive cardboard sphere. After the collision the purple aluminium sphere moves in Southeast and olive cardboard sphere moves in Southeast direction. The olive cardboard sphere collides with the teal aluminium sphere. The olive cardboard sphere moves in the Southeast and the teal aluminium sphere moves in the . ,Make the collision between purple cardboard sphere and olive cardboard cube .,olive aluminium sphere##olive aluminium cube##right##add,olive cardboard sphere##none##none##remove
Initially there are six objects, five static and one dynamic object. The teal aluminium cube is located in the northwest direction from the origin and Southeast of olive cardboard sphere. The purple cardboard cube is located in the northeast direction from the origin and Northeast of teal aluminium cube. The teal cardboard sphere is located in the southwest direction from the origin and South of teal aluminium cube. The purple aluminium cube is located in the northwest direction from the origin and North of olive cardboard sphere. The olive cardboard sphere is located in the northwest direction from the origin and Northwest of teal aluminium cube. The purple cardboard sphere is located in the northwest direction from the origin and Northwest of purple aluminium cube. The dynamic purple cardboard sphere is located in the northwest with respect to the origin at the center. It is moving in the Southeast direction and collides with the purple aluminium cube. After the collision the teal aluminium cube moves in  and olive cardboard sphere moves in  direction. ,Make the collision between purple cardboard cube and teal cardboard sphere .,olive cardboard sphere##teal aluminium cube##front##add,purple aluminium cube##none##none##remove
Initially there are six objects, five static and one dynamic object. The teal aluminium cube is located in the southeast direction from the origin and Northeast of purple aluminium sphere. The olive aluminium cube is located in the northeast direction from the origin and North of teal aluminium cube. The purple cardboard cube is located in the southeast direction from the origin and Southeast of olive aluminium sphere. The purple aluminium cube is located in the northwest direction from the origin and Northwest of olive aluminium cube. The purple aluminium sphere is located in the southwest direction from the origin and Southwest of teal aluminium cube. The olive aluminium sphere is located in the southwest direction from the origin and South of purple aluminium sphere. The dynamic purple cardboard cube is located in the southeast with respect to the origin at the center. It is moving in the Northwest direction and collides with the olive aluminium sphere. After the collision the teal aluminium cube moves in  and purple aluminium sphere moves in  direction. ,Stop the collision between purple aluminium sphere and purple cardboard cube .,olive aluminium sphere##olive cardboard cube##none##replace,olive aluminium sphere##none##none##remove
Initially there are five objects, four static and one dynamic object. The olive aluminium cube is located in the northwest direction from the origin and Northwest of purple cardboard sphere. The purple cardboard cube is located in the northwest direction from the origin and Northeast of purple cardboard sphere. The purple cardboard sphere is located in the northwest direction from the origin and Southeast of olive aluminium cube. The teal cardboard sphere is located in the northeast direction from the origin and East of purple cardboard cube. The purple aluminium cube is located in the southeast direction from the origin and Southeast of purple cardboard sphere. The dynamic teal cardboard sphere is located in the northeast with respect to the origin at the center. It is moving in the West direction and collides with the purple cardboard cube. After the collision the olive aluminium cube moves in West and purple cardboard sphere moves in  direction. The purple cardboard sphere collides with the olive aluminium cube. The purple cardboard sphere moves in the  and the olive aluminium cube moves in the Northwest. ,Make the collision between purple cardboard sphere and teal cardboard sphere .,purple cardboard cube##olive cardboard cube##none##replace,purple cardboard cube##none##none##remove
