Initially there are five objects, four static and one dynamic object. The purple cardboard cube is located in the southeast direction from the origin and Northeast of purple cardboard sphere. The olive cardboard sphere is located in the northeast direction from the origin and Northeast of purple cardboard cube. The purple cardboard sphere is located in the southwest direction from the origin and Southwest of purple cardboard cube. The teal cardboard cube is located in the northeast direction from the origin and Northeast of olive cardboard sphere. The teal cardboard sphere is located in the southwest direction from the origin and  of purple cardboard sphere. The dynamic teal cardboard cube is located in the northeast with respect to the origin at the center. It is moving in the Southwest direction and collides with the olive cardboard sphere. After the collision the teal cardboard cube moves in Southwest and olive cardboard sphere moves in West direction. The teal cardboard cube collides with the purple cardboard cube. The teal cardboard cube moves in the Southwest and the purple cardboard cube moves in the West. The purple cardboard cube collides with the purple cardboard sphere. The purple cardboard cube moves in the West and the purple cardboard sphere moves in the . The purple cardboard cube collides with the teal cardboard sphere. The purple cardboard cube moves in the West and the teal cardboard sphere moves in the West. ,If the olive cardboard cube is added to the back of the teal cardboard spherewill the teal cardboard cube would collide with olive cardboard cube ?,false,true
Initially there are five objects, four static and one dynamic object. The teal aluminium cube is located in the southwest direction from the origin and Southeast of olive aluminium sphere. The purple aluminium cube is located in the southwest direction from the origin and Northeast of olive aluminium sphere. The olive aluminium sphere is located in the southwest direction from the origin and Northwest of teal aluminium cube. The olive cardboard cube is located in the northwest direction from the origin and Southeast of purple cardboard sphere. The purple cardboard sphere is located in the northwest direction from the origin and Northwest of olive cardboard cube. The dynamic purple cardboard sphere is located in the northwest with respect to the origin at the center. It is moving in the Southeast direction and collides with the olive cardboard cube. After the collision the purple cardboard sphere moves in South and olive cardboard cube moves in  direction. The teal aluminium cube collides with the olive aluminium sphere. The teal aluminium cube moves in the  and the olive aluminium sphere moves in the . ,If the olive cardboard sphere is added to the left of the purple aluminium cubewill the olive cardboard sphere would collide with olive cardboard cube ?,false,true
Initially there are five objects, four static and one dynamic object. The purple aluminium cube is located in the southwest direction from the origin and Southwest of teal cardboard sphere. The purple cardboard cube is located in the northwest direction from the origin and Northeast of teal cardboard sphere. The teal cardboard cube is located in the southeast direction from the origin and East of olive cardboard cube. The olive cardboard cube is located in the southwest direction from the origin and  of teal cardboard cube. The teal cardboard sphere is located in the northwest direction from the origin and Southwest of purple cardboard cube. The dynamic purple aluminium cube is located in the southwest with respect to the origin at the center. It is moving in the Northeast direction and collides with the teal cardboard sphere. After the collision the purple aluminium cube moves in Northeast and teal cardboard sphere moves in Northeast direction. The purple aluminium cube collides with the purple cardboard cube. The purple aluminium cube moves in the  and the purple cardboard cube moves in the . ,If the  teal cardboard sphere is removed will the teal cardboard cube would collide with purple aluminium cube ?,false,true
Initially there are six objects, five static and one dynamic object. The olive aluminium cube is located in the southwest direction from the origin and Northwest of olive cardboard sphere. The purple cardboard cube is located in the northeast direction from the origin and South of teal cardboard cube. The olive cardboard cube is located in the southwest direction from the origin and Southwest of olive cardboard sphere. The olive cardboard sphere is located in the southwest direction from the origin and Northeast of olive cardboard cube. The teal cardboard cube is located in the northeast direction from the origin and North of purple cardboard cube. The purple cardboard sphere is located in the northeast direction from the origin and East of teal cardboard cube. The dynamic olive cardboard cube is located in the southwest with respect to the origin at the center. It is moving in the Northeast direction and collides with the olive cardboard sphere. After the collision the olive cardboard cube moves in Northeast and olive cardboard sphere moves in North direction. The olive cardboard sphere collides with the purple cardboard cube. The olive cardboard sphere moves in the North and the purple cardboard cube moves in the . The purple cardboard cube collides with the teal cardboard cube. The purple cardboard cube moves in the  and the teal cardboard cube moves in the . The purple cardboard cube collides with the purple cardboard sphere. The purple cardboard cube moves in the Northeast and the purple cardboard sphere moves in the South. ,If the olive aluminium sphere is added to the back of the olive cardboard spherewill the purple cardboard sphere would collide with olive aluminium sphere ?,false,true
Initially there are five objects, four static and one dynamic object. The purple aluminium cube is located in the northeast direction from the origin and Southeast of teal aluminium sphere. The olive aluminium cube is located in the northeast direction from the origin and Northeast of purple cardboard cube. The purple cardboard cube is located in the northeast direction from the origin and East of purple aluminium cube. The teal cardboard cube is located in the northeast direction from the origin and Northeast of olive aluminium cube. The teal aluminium sphere is located in the northwest direction from the origin and Northwest of purple aluminium cube. The dynamic teal cardboard cube is located in the northeast with respect to the origin at the center. It is moving in the West direction and collides with the olive aluminium cube. After the collision the purple aluminium cube moves in North and purple cardboard cube moves in South direction. The purple cardboard cube collides with the purple aluminium cube. The purple cardboard cube moves in the  and the purple aluminium cube moves in the North. The purple aluminium cube collides with the teal aluminium sphere. The purple aluminium cube moves in the North and the teal aluminium sphere moves in the West. ,If the  olive aluminium cube is replaced by the teal cardboard spherewill the teal cardboard sphere would collide with purple cardboard cube ?,true,false
Initially there are six objects, five static and one dynamic object. The olive cardboard cube is located in the southwest direction from the origin and South of purple cardboard sphere. The olive aluminium cube is located in the northwest direction from the origin and North of purple cardboard sphere. The purple cardboard sphere is located in the northwest direction from the origin and South of olive aluminium cube. The teal aluminium sphere is located in the northwest direction from the origin and  of olive aluminium cube. The teal cardboard cube is located in the northeast direction from the origin and Northwest of olive aluminium sphere. The olive aluminium sphere is located in the northeast direction from the origin and Southeast of teal cardboard cube. The dynamic teal aluminium sphere is located in the northwest with respect to the origin at the center. It is moving in the  direction and collides with the olive aluminium cube. After the collision the purple cardboard sphere moves in Northwest and olive aluminium cube moves in  direction. The olive aluminium cube collides with the purple cardboard sphere. The olive aluminium cube moves in the  and the purple cardboard sphere moves in the Northwest. The olive aluminium cube collides with the teal cardboard cube. The olive aluminium cube moves in the  and the teal cardboard cube moves in the Southwest. ,If the purple aluminium sphere is added to the left of the teal cardboard cubewill the purple aluminium sphere would collide with teal aluminium sphere ?,false,true
Initially there are five objects, four static and one dynamic object. The purple cardboard cube is located in the southwest direction from the origin and Southwest of purple cardboard sphere. The purple cardboard sphere is located in the northeast direction from the origin and South of teal cardboard sphere. The olive aluminium cube is located in the northeast direction from the origin and Northeast of teal cardboard sphere. The teal cardboard sphere is located in the northeast direction from the origin and North of purple cardboard sphere. The teal aluminium sphere is located in the northeast direction from the origin and Northeast of olive aluminium cube. The dynamic teal aluminium sphere is located in the northeast with respect to the origin at the center. It is moving in the Southwest direction and collides with the olive aluminium cube. After the collision the teal aluminium sphere moves in Southwest and olive aluminium cube moves in West direction. The teal cardboard sphere collides with the purple cardboard sphere. The teal cardboard sphere moves in the  and the purple cardboard sphere moves in the . The purple cardboard sphere collides with the teal cardboard sphere. The purple cardboard sphere moves in the North and the teal cardboard sphere moves in the West. ,If the purple aluminium cube is added to the back of the olive aluminium cubewill the purple aluminium cube would collide with teal cardboard sphere ?,false,true
Initially there are five objects, four static and one dynamic object. The olive cardboard sphere is located in the southwest direction from the origin and  of teal cardboard cube. The purple aluminium cube is located in the northeast direction from the origin and East of purple cardboard sphere. The purple cardboard sphere is located in the northeast direction from the origin and East of teal cardboard sphere. The teal cardboard sphere is located in the northeast direction from the origin and  of purple cardboard sphere. The teal cardboard cube is located in the southeast direction from the origin and East of olive cardboard sphere. The dynamic purple aluminium cube is located in the northeast with respect to the origin at the center. It is moving in the West direction and collides with the purple cardboard sphere. After the collision the purple aluminium cube moves in Southwest and purple cardboard sphere moves in West direction. The purple aluminium cube collides with the teal cardboard cube. The purple aluminium cube moves in the West and the teal cardboard cube moves in the Southwest. The purple cardboard sphere collides with the teal cardboard sphere. The purple cardboard sphere moves in the Northwest and the teal cardboard sphere moves in the West. ,If the olive aluminium cube is added to the back of the olive cardboard spherewill the purple aluminium cube would collide with olive aluminium cube ?,false,true
Initially there are five objects, four static and one dynamic object. The olive aluminium cube is located in the northeast direction from the origin and Northeast of olive cardboard cube. The purple aluminium cube is located in the southwest direction from the origin and Southwest of purple cardboard cube. The purple cardboard cube is located in the northwest direction from the origin and Southwest of olive cardboard cube. The olive cardboard cube is located in the northwest direction from the origin and Northeast of purple cardboard cube. The purple aluminium sphere is located in the northeast direction from the origin and South of olive aluminium cube. The dynamic purple aluminium cube is located in the southwest with respect to the origin at the center. It is moving in the Northeast direction and collides with the purple cardboard cube. After the collision the purple aluminium cube moves in Northeast and purple cardboard cube moves in  direction. The purple aluminium cube collides with the olive aluminium cube. The purple aluminium cube moves in the  and the olive aluminium cube moves in the . ,If the teal cardboard cube is added to the front of the purple cardboard cubewill the purple aluminium sphere would collide with teal cardboard cube ?,true,false
Initially there are five objects, four static and one dynamic object. The olive aluminium cube is located in the northeast direction from the origin and Northeast of olive aluminium sphere. The purple aluminium sphere is located in the southwest direction from the origin and South of olive aluminium sphere. The olive aluminium sphere is located in the southwest direction from the origin and North of purple aluminium sphere. The purple cardboard sphere is located in the southwest direction from the origin and Southwest of purple aluminium sphere. The olive cardboard sphere is located in the northwest direction from the origin and Northwest of olive aluminium cube. The dynamic purple aluminium sphere is located in the southwest with respect to the origin at the center. It is moving in the Northeast direction and collides with the olive aluminium sphere. After the collision the purple aluminium sphere moves in Northeast and olive aluminium sphere moves in North direction. The purple aluminium sphere collides with the purple cardboard sphere. The purple aluminium sphere moves in the Northeast and the purple cardboard sphere moves in the North. The purple aluminium sphere collides with the olive aluminium cube. The purple aluminium sphere moves in the Northeast and the olive aluminium cube moves in the Northwest. The olive aluminium sphere collides with the olive cardboard sphere. The olive aluminium sphere moves in the Northwest and the olive cardboard sphere moves in the Northeast. ,If the teal cardboard cube is added to the right of the olive cardboard spherewill the teal cardboard cube would collide with purple aluminium sphere ?,false,true
